C7057|Disease, Disorder or Finding
C50524|Decreased Forced Expiratory Volume
C115949|Untreated Childhood Oligoastrocytoma
C50525|Decreased Peak Expiratory Flowrate
C115951|Untreated Childhood Pilocytic Astrocytoma
C115932|Untreated Childhood Diffuse Astrocytoma
C115955|Untreated Childhood Subependymal Giant Cell Astrocytoma
C116368|Hyposmia
C86949|Parosmia
C28246|Dysesthesia
C116376|Hyperesthesia
C116375|Phantogeusia
C50445|Hypoesthesia
C50673|Nipple Sensation Change or Loss
C86048|Asterixis
C116725|Psychogenic Tremor
C50787|Undesired Nerve Stimulation
C50785|Twitching
C81320|Rooting Reflex
C92834|Morning Sickness
C81322|Step Reflex
C81323|Sucking Reflex
C92840|Passing of Mucus Plug
C92844|Physiologic Lightening
C117348|Marginal Cord Insertion
C117365|Marginal Insertion of Fetal Membrane
C112852|Twin Pregnancy
C74997|Joubert Syndrome Type 4
C117827|West Haven Hepatic Encephalopathy Grade 3
C117828|West Haven Hepatic Encephalopathy Grade 4
C117370|Mottled Color of Placental Parenchyma
C124837|Kabuki Syndrome
C36015|Asbestos Body
C82985|Gland Distortion
C42068|Ganglioneuroma Component Present
C62099|Islands of Odontogenic Epithelium Present
C60512|Large Neoplastic Glands with Branching and Papillary Infolding Present
C61003|Multifocal Epithelial Proliferations Less than 1mm in Diameter Present
C60390|Glomerulations
C60110|CTCAE Grade 5 Vulva Infection with Normal Absolute Neutrophil Count or Grade 1 or 2 Neutrophils
C75479|Kallmann Syndrome
C113422|Diethylstilbestrol Syndrome
C35699|Diffuse Infiltrative Lymphocytosis Syndrome
C130986|Distal 18q Deletion Syndrome
C60113|CTCAE Grade 5 Wound Infection with Normal Absolute Neutrophil Count or Grade 1 or 2 Neutrophils
C60293|Vulva Infection Adverse Event with Unknown Absolute Neutrophil Count
C56169|CTCAE Grade 4 Pelvis Pain
C60296|Wound Infection Adverse Event with Unknown Absolute Neutrophil Count
C60109|CTCAE Grade 5 Vulva Infection Documented Clinically or Microbiologically with Grade 3 or 4 Neutrophils
C56174|CTCAE Grade 4 Penis Pain
C60112|CTCAE Grade 5 Wound Infection Documented Clinically or Microbiologically with Grade 3 or 4 Neutrophils
C56179|CTCAE Grade 4 Pericardium Pain
C50590|Hyperventilation
C115939|Untreated Childhood Giant Cell Glioblastoma
C53797|Adverse Event Associated with Sexual and Reproductive Function
C115946|Untreated Childhood Gliosarcoma
C50594|Hypoventilation
C115950|Untreated Childhood Oligodendroglioma
C50609|Increased Forced Expiratory Volume
C115934|Untreated Childhood Fibrillary Astrocytoma
C115937|Untreated Childhood Gemistocytic Astrocytoma
C115954|Untreated Childhood Protoplasmic Astrocytoma
C116372|Phantosmia
C78414|Laryngopharyngeal Dysesthesia
C78261|Pharyngeal Dysesthesia
C34857|Numbness
C50463|Arm Or Hand Hypoesthesia
C50571|Foot Or Leg Hypoesthesia
C28177|Paresthesia
C47814|Vocal Cord Paralysis
C50798|Vasovagal Reaction
C81324|Tonic Neck Reflex
C92855|Pregnancy Related Breast Soreness
C90491|Pregnancy Outcome
C117345|Multilobate Placenta
C34941|Pregnancy Complication
C117342|Placental Disc Thickness
C112855|Dichorionic Diamniotic Twin Pregnancy
C84797|Kartagener Syndrome
C112854|Monochorionic Diamniotic Twin Pregnancy
C112853|Monochorionic Monoamniotic Twin Pregnancy
C118147|Placental Fibrinoid Deposition
C84798|Kearns-Sayre Syndrome
C82993|Gland Branching
C82989|Gland Loss
C34401|Aschoff Body
C34652|Granulation Tissue
C61542|Neoplastic Glandular Epithelium Resembling the Normal Endometrium Present
C62130|Parakeratinized Stratified Squamous Epithelium Present
C62291|Proliferation of Basaloid Cells Parallel to the Long Axis of the Epidermis Present
C54559|Heterologous Elements Present
C75480|Kallmann Syndrome 1
C129866|Dopamine Transporter Deficiency Syndrome
C112208|Drug Hypersensitivity Syndrome
C34741|Dubin-Johnson Syndrome
C59403|CTCAE Grade 2 Vulva Infection with Unknown Absolute Neutrophil Count
C60115|Infection Other Adverse Event
C59639|CTCAE Grade 3 Vulva Infection with Unknown Absolute Neutrophil Count
C59875|CTCAE Grade 4 Vulva Infection with Unknown Absolute Neutrophil Count
C56180|Perineum Pain Adverse Event
C59406|CTCAE Grade 2 Wound Infection with Unknown Absolute Neutrophil Count
C59878|CTCAE Grade 4 Wound Infection with Unknown Absolute Neutrophil Count
C59642|CTCAE Grade 3 Wound Infection with Unknown Absolute Neutrophil Count
C56185|Peritoneum Pain Adverse Event
C60144|Infectious Colitis Adverse Event
C56190|Phantom Pain Associated with Missing Limb Adverse Event
C55601|Breast Function and Lactation Adverse Event
C50610|Increased Peak Expiratory Flowrate
C55608|Breast Volume and Hypoplasia Adverse Event
C115952|Untreated Childhood Pilomyxoid Astrocytoma
C55604|Breast Nipple and Areolar Deformity Adverse Event
C115205|Untreated Childhood Pineoblastoma
C35638|Increased Sputum Excretion
C90501|Labored Breathing
C115953|Untreated Childhood Pleomorphic Xanthoastrocytoma
C50771|Tingling
C37961|Hallucination
C34722|Illusion
C38057|Vertigo
C69218|Pregnancy Status
C114091|Live Birth
C35221|Abortion Finding
C50620|Intrauterine Fetal Death
C92726|Abnormal Pregnancy
C118162|Placental Hypertrophy
C92730|Angular Pregnancy
C118161|Placental Mesenchymal Dysplasia
C34438|Breech Presentation
C84799|Kernicterus
C117360|Umbilical Cord Finding
C27136|Placental Necrosis
C26867|Kimura Disease
C35962|Atypical Mitotic Figures
C62237|Hyperplastic Tissue Present
C9478|Atypia
C61541|Atypical Glandular Epithelium Resembling the Normal Endometrium Present
C51142|Individual Cells Surrounded by Reticulin Present
C129976|Kleefstra Syndrome
C2994|Dumping Syndrome
C112209|Anticonvulsant Hypersensitivity Syndrome
C34911|Penicillin Allergy
C114781|Dysequilibrium Syndrome
C60111|CTCAE Grade 5 Vulva Infection with Unknown Absolute Neutrophil Count
C59309|CTCAE Grade 2 Other Infection
C59170|CTCAE Grade 1 Other Infection
C59545|CTCAE Grade 3 Other Infection
C56181|CTCAE Grade 1 Perineum Pain
C56182|CTCAE Grade 2 Perineum Pain
C56183|CTCAE Grade 3 Perineum Pain
C60114|CTCAE Grade 5 Wound Infection with Unknown Absolute Neutrophil Count
C56186|CTCAE Grade 1 Peritoneum Pain
C56187|CTCAE Grade 2 Peritoneum Pain
C59169|CTCAE Grade 1 Infectious Colitis
C56188|CTCAE Grade 3 Peritoneum Pain
C59256|CTCAE Grade 2 Infectious Colitis
C59492|CTCAE Grade 3 Infectious Colitis
C56191|CTCAE Grade 1 Phantom Pain Associated with Missing Limb
C56192|CTCAE Grade 2 Phantom Pain Associated with Missing Limb
C56193|CTCAE Grade 3 Phantom Pain Associated with Missing Limb
C55603|CTCAE Grade 2 Breast Function and Lactation
C55602|CTCAE Grade 1 Breast Function and Lactation
C50644|Lung Overinflation
C55610|CTCAE Grade 2 Breast Volume and Hypoplasia
C55609|CTCAE Grade 1 Breast Volume and Hypoplasia
C55611|CTCAE Grade 3 Breast Volume and Hypoplasia
C115956|Untreated Childhood Supratentorial Primitive Neuroectodermal Tumor
C55606|CTCAE Grade 2 Breast Nipple and Areolar Deformity
C55605|CTCAE Grade 1 Breast Nipple and Areolar Deformity
C55607|CTCAE Grade 3 Breast Nipple and Areolar Deformity
C115957|Untreated Childhood Visual Pathway Glioma
C50712|Pulmonary Dysfunction
C121577|Pulmonary Function Test Decreased
C118174|Auditory Hallucination
C5042|Visual Manifestations
C118175|Olfactory Hallucination
C118177|Gustatory Hallucination
C82663|Mixed Population Pregnancy Status
C82475|Not Pregnant
C92849|Positive Pregnancy Test
C81271|Multiple Birth
C50500|Complete Abortion
C112858|Early Pregnancy Loss
C34337|Illegal Abortion
C112862|Early Fetal Death
C112863|Late Fetal Death
C113829|Discordant Twin
C118155|Placental Stromal Dusty Mineralization
C112861|Embryonic Loss
C101270|Kernicterus Related to Isoimmunization
C118142|Placental Villous Dysmaturity
C35580|Hemorrhagic Complication of Pregnancy
C117355|Hypocoiled Umbilical Cord
C117356|Hypercoiled Umbilical Cord
C113153|Nuchal Cord
C98967|Klippel-Feil Syndrome
C118145|Placental Villous Fibrosis
C36250|Auer Rods Present
C62287|Infundibular-Like Structures Present
C61602|Atypia Confined to the Basal and Parabasal Epithelial Layers
C3975|Cervical Atypia
C54723|Intracytoplasmic and Extracytoplasmic Eosinophilic Material Present
C53597|Lipomatous Component Present
C8326|Cytologic Atypia
C84801|Klippel-Trenaunay-Weber Syndrome
C123227|Dysfunctional Elimination Syndrome
C84390|Eisenmenger Syndrome
C123228|Familial Atypical Hemolytic Uremic Syndrome
C59781|CTCAE Grade 4 Other Infection
C60017|CTCAE Grade 5 Other Infection
C56184|CTCAE Grade 4 Perineum Pain
C56189|CTCAE Grade 4 Peritoneum Pain
C59728|CTCAE Grade 4 Infectious Colitis
C60193|Opportunistic Infection Adverse Event Associated with Grade 2 or Greater Lymphopenia
C56194|CTCAE Grade 4 Phantom Pain Associated with Missing Limb
C59964|CTCAE Grade 5 Infectious Colitis
C55612|Ejaculatory Dysfunction Adverse Event
C121578|Pulmonary Function Test Increased
C55615|Erectile Dysfunction Adverse Event
C121579|Pulmonary Function Test Normal
C55619|Gynecomastia Adverse Event
C118178|Proprioceptive Hallucination
C27123|Blurred Vision
C85403|Respiratory System Signs and Symptoms
C37941|Diplopia
C50568|Flasher
C118176|Tactile Hallucination
C118179|Visual Hallucination
C89341|Preconception
C124295|Pregnant
C50608|Incomplete Abortion
C80082|Neonatal Death
C120260|Late Pregnancy Loss
C92861|Preterm Birth
C50613|Induced Abortion Finding
C92807|High Risk Pregnancy
C118154|Placental Villous Stromal-Vascular Karyorrhexis
C87084|Hyperemesis Gravidarum
C118153|Placental Villous Stromal Hemorrhage
C84802|Kluver-Bucy Syndrome
C50607|Incompetent Cervix
C116830|Omphalorrhexis
C113152|Short Umbilical Cord
C117359|Single Umbilical Artery
C125594|Kniest Dysplasia
C124582|Shared Placenta
C120867|Bacteria Present
C61466|Malignant Component Present
C35989|Nuclear Atypia
C7694|Cervical Precancerous Atypia
C128163|Mammary Gland Type Features Present
C42071|Mature Schwannian Stroma Present
C8350|Atypia Suspicious for Malignancy
C8454|Fibroblastic Cell Atypia
C8341|Glandular Cell Atypia
C84803|Korsakoff Syndrome
C87497|Fibromyalgia
C126566|Fragile X Tremor/Ataxia Syndrome
C122805|Frasier Syndrome
C60290|Viral Hepatitis Adverse Event
C56195|Pleura Pain Adverse Event
C56200|Prostate Pain Adverse Event
C59305|CTCAE Grade 2 Opportunistic Infection
C59541|CTCAE Grade 3 Opportunistic Infection
C59777|CTCAE Grade 4 Opportunistic Infection
C56205|Rectum Pain Adverse Event
C55613|CTCAE Grade 1 Ejaculatory Dysfunction
C55614|CTCAE Grade 2 Ejaculatory Dysfunction
C55616|CTCAE Grade 1 Erectile Dysfunction
C78596|Respiratory Tract Hemorrhage
C55617|CTCAE Grade 2 Erectile Dysfunction
C50730|Restricted Airflow
C55618|CTCAE Grade 3 Erectile Dysfunction
C55620|CTCAE Grade 2 Gynecomastia
C55621|CTCAE Grade 3 Gynecomastia
C50806|Visual Halo
C93124|Death Rattle
C3094|Hemoptysis
C37935|Cough
C118718|Binocular Diplopia
C118719|Monocular Diplopia
C50602|Impaired Vision
C92904|Uterine Contraction
C34339|Legally Induced Abortion
C116773|Late Neonatal Death
C116772|Early Neonatal Death
C114870|Post-Natal Death at 16-20 Weeks Gestation
C50652|Missed Abortion
C121307|Extreme Preterm Birth
C113383|Indicated Preterm Birth
C114092|Late Preterm Birth
C34336|Spontaneous Abortion
C87091|Labor and Delivery Complication
C117341|Shorter Axis of Placenta
C117366|Site of Fetal Membrane Rupture
C84820|LEOPARD Syndrome
C87092|Large for Gestational Age
C92823|Late Pregnancy Bleeding
C117357|Umbilical Cord Diameter
C92902|Umbilical Cord Compression
C117363|Umbilical Cord Discoloration
C117338|Trimmed Placental Weight
C122657|LIG4 Syndrome
C36013|Bead-Like Arrangement of Elastic Fibers
C49102|Fibrosarcomatous Component Present
C54688|Prominent In Situ Component Present
C51139|Marked Nuclear Atypia Present
C54727|Sarcomatous Component Present
C62451|Melanocytes Near the Tips and Sides of Elongated Rete Ridges Present
C7693|Precancerous Atypia
C54167|Mesenchymal Component Present
C8351|Koilocytotic Atypia
C8448|Mesenchymal Cell Atypia
C8342|Mild Glandular Cell Atypia
C8343|Moderate Glandular Cell Atypia
C8337|Columnar Cell Atypia
C84804|Lafora Disease
C117297|Juvenile Primary Fibromyalgia Syndrome
C34625|Frohlich Syndrome
C118508|Gasping Syndrome
C59171|CTCAE Grade 1 Viral Hepatitis
C59400|CTCAE Grade 2 Viral Hepatitis
C59636|CTCAE Grade 3 Viral Hepatitis
C56196|CTCAE Grade 1 Pleura Pain
C56197|CTCAE Grade 2 Pleura Pain
C56198|CTCAE Grade 3 Pleura Pain
C56201|CTCAE Grade 1 Prostate Pain
C56202|CTCAE Grade 2 Prostate Pain
C56203|CTCAE Grade 3 Prostate Pain
C60013|CTCAE Grade 5 Opportunistic Infection
C56206|CTCAE Grade 1 Rectum Pain
C56208|CTCAE Grade 3 Rectum Pain
C56207|CTCAE Grade 2 Rectum Pain
C78224|Bronchial Hemorrhage
C55622|Infertility and Sterility Adverse Event
C116334|Pulmonary Alveolar Hemorrhage
C78578|Pulmonary Hemorrhage
C35615|Sputum Excretion Difficulty
C55629|Libido Adverse Event
C87087|Intercostal Retractions
C55625|Irregular Menses Adverse Event
C50638|Loss of Vision
C78500|Nasal Congestion
C118305|Macropsia
C78569|Productive Cough
C102533|Myopia
C113493|Tetanic Contraction
C92815|Intense Uterine Contraction
C34338|Therapeutic Abortion Finding
C85173|Sudden Infant Death Syndrome
C120592|Very Early Neonatal Death
C121305|Moderate to Late Preterm Birth
C112857|Threatened Abortion
C112864|Spontaneous Preterm Birth
C121306|Very Preterm Birth
C128775|First Trimester Spontaneous Abortion
C128780|Second Trimester Spontaneous Abortion
C118419|Labor Complication
C117369|Uniform Color of Placental Parenchyma
C117339|Untrimmed Placental Weight
C84806|Landau-Kleffner Syndrome
C114873|Fetus Large for Gestational Age
C119954|Macrosomia
C117358|Umbilical Cord Length
C113154|Umbilical Cord Occlusion
C117353|Umbilical Cord True Knot
C118158|Uteroplacental Vessel Fibrinoid Necrosis with or without Atherosis
C84807|Lateral Medullary Syndrome
C43908|Bile Pigment Present
C54114|Sarcomatous or Carcinomatous Component Present
C54687|Prominent Intraductal Component Present
C60396|Mucinous Fibroplasia
C60921|Dense Collagenized Tissue Present
C8352|Mild Koilocytotic Atypia
C8329|Severe Cytologic Atypia
C8353|Moderate Koilocytotic Atypia
C8354|Severe Koilocytotic Atypia
C8327|Mild Cytologic Atypia
C8338|Mild Columnar Cell Atypia
C8338|Mild Columnar Cell Atypia
C8339|Moderate Columnar Cell Atypia
C8339|Moderate Columnar Cell Atypia
C8340|Severe Columnar Cell Atypia
C129075|Leber Congenital Amaurosis
C35255|Greig Syndrome
C118456|Hair Tourniquet
C129867|Growth Hormone Insensitivity Syndrome
C59872|CTCAE Grade 4 Viral Hepatitis
C60108|CTCAE Grade 5 Viral Hepatitis
C56199|CTCAE Grade 4 Pleura Pain
C56204|CTCAE Grade 4 Prostate Pain
C56209|CTCAE Grade 4 Rectum Pain
C78642|Tracheal Hemorrhage
C55623|CTCAE Grade 2 Infertility and Sterility
C55624|CTCAE Grade 3 Infertility and Sterility
C55630|CTCAE Grade 1 Libido
C55631|CTCAE Grade 2 Libido
C78646|Tracheal Stenosis
C55626|CTCAE Grade 1 Irregular Menses
C54282|Rhinorrhea
C55627|CTCAE Grade 2 Irregular Menses
C55628|CTCAE Grade 3 Irregular Menses
C118304|Micropsia
C87116|Rhonchi
C37997|Nyctalopia
C50697|Phosphene Visualization
C50746|Sneezing
C92910|Uterine Souffle
C49151|Stillbirth
C114093|Term Birth
C117349|Velamentous Cord Insertion
C35594|Maternal Complication of Pregnancy
C84814|Leigh Disease
C117351|Velamentous Vessel
C92828|Maternal Fever
C92829|Maternal Hypotension
C92909|Uterine Involution
C84816|Lennox-Gastaut Syndrome
C36023|Call Exner Bodies Present
C62465|Nests of Nevus Cells Resembling Nerve Bundles Present
C39744|Myxoid Changes Present
C41831|Nests of Tumor Cell Nuclei in a Fibrillary Matrix
C8354|Severe Koilocytotic Atypia
C8344|Severe Glandular Cell Atypia
C8333|Severe Squamous Cell Atypia
C8328|Moderate Cytologic Atypia
C8349|Post-Radiation Cytologic Changes with Dysplasia
C8344|Severe Glandular Cell Atypia
C126560|Leri-Weill Dyschondrosteosis
C35439|Hemophagocytic Syndrome
C113400|Hepatorenal Syndrome
C131130|STAT5B Deficiency
C53798|Adverse Event Associated with Surgery and Intra-Operative Injury
C56210|Scalp Pain Adverse Event
C56215|Scrotum Pain Adverse Event
C78648|Tracheostomy Site Bleeding
C56220|Sinus Pain Adverse Event
C55642|Non-Infectious Vaginal Discharge Adverse Event
C55632|Orgasmic Dysfunction Adverse Event
C83507|Respiratory Tract Aspiration
C116315|Snoring
C116312|Stertor
C55636|Other Sexual Reproductive Function Adverse Event
C28210|Photophobia
C50805|Visual Disturbance
C78632|Stridor
C113381|Antepartum Stillbirth
C120583|Early Stillbirth
C113382|Intrapartum Stillbirth
C114094|Early Term Birth
C114095|Full Term Birth
C114096|Late Term Birth
C112850|Symphysis Pubis Dysfunction
C61255|Lesch-Nyhan Syndrome
C117350|Ruptured Velamentous Vessel
C113487|Non-Rh Blood Group Isoimmunization
C92839|Oligohydramnios
C128063|Vaginal Adenosis
C111647|Levocardia
C46128|Capsular Invasion
C53694|Nidus Formation
C35998|Myxoid Stroma Formation
C68766|Oligodendroglial Component Present
C8348|Severe Transitional Cell Atypia
C8450|Smooth Muscle Cell Atypia
C8452|Striated Muscle Cell Atypia
C8330|Squamous Cell Atypia
C84827|Liddle Syndrome
C3940|Hereditary Benign Intraepithelial Dyskeratosis
C101326|Heterotaxy Syndrome with Asplenia
C101325|Heterotaxy Syndrome with Polysplenia
C59030|Other Intra-Operative Injury Adverse Event
C56211|CTCAE Grade 1 Scalp Pain
C56213|CTCAE Grade 3 Scalp Pain
C56212|CTCAE Grade 2 Scalp Pain
C56216|CTCAE Grade 1 Scrotum Pain
C56217|CTCAE Grade 2 Scrotum Pain
C56218|CTCAE Grade 3 Scrotum Pain
C53833|Intra-Operative Injury Adverse Event by CTCAE Anatomic Descriptor
C129947|Untreated Extensive Stage Small Cell Lung Carcinoma
C56222|CTCAE Grade 2 Sinus Pain
C56221|CTCAE Grade 1 Sinus Pain
C55643|CTCAE Grade 1 Non-Infectious Vaginal Discharge
C56223|CTCAE Grade 3 Sinus Pain
C55644|CTCAE Grade 2 Non-Infectious Vaginal Discharge
C55635|CTCAE Grade 3 Orgasmic Dysfunction
C55633|CTCAE Grade 1 Orgasmic Dysfunction
C55634|CTCAE Grade 2 Orgasmic Dysfunction
C87129|Weak Breathing
C55637|CTCAE Grade 1 Other Sexual Reproductive Function
C78718|Wheezing
C55638|CTCAE Grade 2 Other Sexual Reproductive Function
C55639|CTCAE Grade 3 Other Sexual Reproductive Function
C36286|Urinary System Finding
C87131|Yawning
C120585|Late Stillbirth
C114097|Post Term Birth
C84829|Lipoid Proteinosis of Urbach and Wiethe
C112859|Peri-Implantational Loss
C95557|Vaginal Bleeding
C92848|Polyhydramnios
C118676|Perinatal Mortality
C3887|Vaginal Cyst
C103921|Lissencephaly
C36007|Cast Formation
C96362|Oligodendroglioma-Like Component with Perinuclear Cytoplasmic Halos Present
